personnel_id,unit_type,role_operational_intensity,duty_hours_weekly,overtime_hours_weekly,deployment_duration_months,deployments_last_3_years,days_since_last_leave,leave_days_taken_annual,recovery_rest_days_monthly,avg_sleep_hours,sleep_disruption_index,physical_readiness_score,wellness_survey_score,peer_support_score,environmental_hardship_score,risk_score,risk_category
PX-13604,Logistics & ASC,Medium,52.1,2.8,3.9,0,122,39.1,4.6,6.2,3.6,70.6,17.3,4.6,2.8,0.02,LOW
PX-10435,Infantry,Low,52.8,0.0,13.9,2,297,36.1,2.5,6.1,2.4,76.5,16.7,4.4,1.3,0.258,LOW
PX-14084,Combat Engineers,Low,42.6,0.0,3.3,3,105,57.5,4.7,7.2,0.9,90.0,25.9,4.4,1.5,0.02,LOW
PX-11611,Air Defense,Medium,45.1,0.0,6.1,0,156,32.0,2.7,6.0,3.0,79.7,21.2,5.0,1.9,0.021,LOW
PX-14900,Armored,Medium,50.2,0.0,5.7,1,160,35.2,2.0,7.1,2.7,86.5,23.8,3.7,2.1,0.02,LOW
PX-13937,Signals,Low,40.3,0.0,6.7,2,191,40.1,3.3,6.4,2.1,81.0,24.0,4.3,1.1,0.02,LOW
PX-10824,Air Defense,Medium,52.3,0.6,4.0,1,130,47.6,1.5,7.3,1.8,93.5,21.2,3.4,2.1,0.02,LOW
PX-12794,Logistics & ASC,Medium,49.7,4.2,3.7,2,117,45.9,3.4,7.2,4.0,90.8,22.0,4.7,3.0,0.02,LOW
PX-14335,Infantry,Extreme,57.1,8.2,7.0,3,247,26.1,1.0,5.3,6.4,82.0,13.0,2.9,3.9,0.383,MODERATE
PX-13800,Infantry,Medium,58.6,9.8,8.1,1,201,41.5,2.3,6.5,4.0,77.8,18.0,4.1,2.3,0.176,LOW
PX-14352,Signals,Low,46.9,0.0,2.8,1,98,48.9,4.9,7.1,1.6,86.5,23.9,3.5,1.4,0.02,LOW
PX-13456,Logistics & ASC,Extreme,58.8,9.2,17.9,1,365,8.6,0.5,6.4,5.9,75.4,18.4,4.4,4.3,0.45,MODERATE
PX-14653,Infantry,High,57.5,7.9,17.1,3,365,8.7,0.0,5.7,6.3,88.6,16.8,4.5,4.0,0.447,MODERATE
PX-13134,Signals,Low,36.0,0.0,5.2,0,151,51.0,3.5,7.4,0.4,96.5,29.6,4.7,1.5,0.02,LOW
PX-12545,Artillery,Medium,45.3,0.0,3.7,0,144,39.8,6.2,6.1,1.7,79.2,17.5,3.6,3.0,0.02,LOW
PX-13303,Medical Corps,Medium,46.4,0.5,7.9,1,311,27.5,4.2,6.0,4.1,75.5,17.6,3.9,2.4,0.106,LOW
PX-12723,Armored,Medium,51.9,0.5,4.8,0,135,33.1,1.2,7.1,4.0,90.4,18.1,3.3,3.0,0.052,LOW
PX-14599,Artillery,High,56.3,3.3,11.2,1,280,28.8,3.6,5.6,5.0,64.7,15.9,3.8,4.0,0.439,MODERATE
PX-12195,Air Defense,Extreme,58.0,5.5,7.2,2,183,21.8,0.4,4.4,9.3,72.8,16.0,3.4,4.3,0.561,MODERATE
PX-14686,Artillery,Extreme,71.1,15.6,16.0,6,365,10.7,0.0,4.6,9.2,48.7,4.0,3.2,4.6,0.853,ELEVATED
PX-11329,Infantry,Medium,58.6,6.6,3.9,0,115,35.5,2.9,5.9,5.5,84.2,20.1,4.3,2.5,0.117,LOW
PX-13007,Infantry,Extreme,59.0,8.9,10.0,2,348,18.0,0.8,4.9,7.5,62.3,12.0,3.3,4.5,0.598,MODERATE
PX-13588,Air Defense,Medium,43.4,0.0,8.5,3,200,26.4,3.7,7.0,3.5,77.9,23.5,4.0,2.6,0.02,LOW
PX-13347,Combat Engineers,Medium,54.5,8.8,7.1,1,227,36.5,1.5,5.4,4.0,77.6,16.1,3.4,2.0,0.284,LOW
PX-11264,Combat Engineers,High,69.7,19.2,10.4,3,246,24.9,1.8,5.5,7.0,77.8,8.6,4.2,3.1,0.512,MODERATE
PX-13740,Infantry,Low,47.6,0.0,2.1,1,87,53.8,3.1,5.9,1.9,100.0,24.0,4.5,2.2,0.02,LOW
PX-11695,Combat Engineers,Medium,40.5,0.0,6.8,0,265,44.6,2.9,7.1,2.0,83.5,24.1,3.4,2.6,0.02,LOW
PX-12489,Combat Engineers,Low,53.4,6.1,2.2,0,92,48.6,2.8,7.4,1.2,100.0,20.0,3.1,2.2,0.02,LOW
PX-10760,Signals,Low,39.0,0.0,4.5,3,149,45.1,5.7,7.8,0.0,92.4,26.7,4.0,2.0,0.02,LOW
PX-13974,Infantry,Medium,48.8,1.7,3.6,5,143,42.3,3.9,6.6,4.1,74.9,21.8,2.5,2.5,0.02,LOW
PX-13241,Combat Engineers,Extreme,63.0,9.0,18.0,1,365,10.2,1.1,4.3,10.0,75.8,12.8,4.9,4.5,0.761,ELEVATED
PX-14815,Infantry,Medium,51.3,4.0,6.7,0,172,46.9,1.4,5.8,3.2,77.8,20.6,4.5,2.1,0.073,LOW
PX-10900,Armored,High,62.1,11.3,18.0,1,365,20.5,1.2,5.5,8.1,72.7,9.7,3.5,3.6,0.608,MODERATE
PX-10604,Medical Corps,Medium,46.3,0.0,4.3,0,147,38.6,4.2,6.4,4.4,84.2,17.4,3.1,2.8,0.04,LOW
PX-11415,Air Defense,Medium,48.0,0.0,4.1,0,149,25.8,4.5,6.3,1.9,86.5,20.2,3.3,2.5,0.02,LOW
PX-11541,Infantry,Medium,51.7,1.7,12.2,4,277,25.9,2.3,6.1,2.8,82.9,15.9,3.5,3.0,0.26,LOW
PX-12633,Combat Engineers,High,48.5,0.0,8.6,1,232,35.8,2.3,4.4,6.3,71.6,16.1,3.4,3.4,0.421,MODERATE
PX-10482,Combat Engineers,High,54.8,5.3,5.5,0,163,38.2,0.4,5.2,4.7,76.5,18.1,4.6,3.0,0.27,LOW
PX-12212,Logistics & ASC,Medium,57.0,8.8,5.9,4,176,30.2,3.6,5.1,4.1,80.7,15.1,3.9,1.9,0.179,LOW
PX-11906,Armored,High,56.4,4.1,6.1,1,169,30.0,0.9,6.6,3.9,77.6,19.2,3.2,3.3,0.12,LOW
PX-10421,Infantry,High,54.7,2.1,6.2,3,161,28.5,0.7,6.1,4.6,73.8,12.6,3.9,3.8,0.2,LOW
PX-11094,Combat Engineers,Extreme,67.9,14.9,8.7,2,247,25.4,1.3,4.8,7.8,79.3,10.9,3.8,4.6,0.671,ELEVATED
PX-10293,Infantry,High,45.5,0.0,10.0,1,295,21.8,0.7,6.2,5.7,84.7,22.6,4.4,3.8,0.167,LOW
PX-11469,Infantry,Extreme,52.9,5.6,7.2,1,187,8.9,1.3,5.6,6.3,,13.3,3.0,4.8,0.331,LOW
PX-10450,Infantry,Low,44.8,1.3,5.6,2,152,43.9,4.7,7.4,1.7,90.9,23.5,3.8,1.6,0.02,LOW
PX-10480,Armored,Low,47.4,0.0,8.3,1,229,57.3,4.1,6.7,0.9,,20.6,3.3,1.5,0.031,LOW
PX-11081,Logistics & ASC,Low,49.2,1.0,4.3,1,131,51.4,4.0,7.6,0.7,81.1,21.4,4.0,2.1,0.02,LOW
PX-14532,Signals,Extreme,71.7,17.5,8.1,0,215,27.7,1.4,3.5,10.0,72.2,5.3,4.0,3.9,0.706,ELEVATED
PX-12757,Signals,Low,42.8,0.0,3.2,3,105,60.0,4.4,7.5,0.0,92.0,22.6,4.4,2.1,0.02,LOW
PX-12308,Combat Engineers,Medium,50.3,3.8,6.5,2,233,41.2,2.7,6.4,2.7,74.8,17.5,3.9,2.7,0.112,LOW
PX-12634,Combat Engineers,Medium,52.4,2.5,3.9,1,227,45.8,2.2,6.5,2.9,66.9,17.2,3.5,3.0,0.181,LOW
PX-11342,Armored,Extreme,61.8,10.3,17.0,1,365,15.1,0.4,5.4,8.2,60.7,11.7,2.7,3.8,0.709,ELEVATED
PX-13653,Infantry,Medium,55.6,9.6,8.5,2,203,44.7,3.2,6.9,2.4,72.2,19.0,4.3,2.9,0.054,LOW
PX-12996,Signals,Low,45.7,0.0,7.2,1,184,52.1,5.5,7.0,2.3,85.7,24.1,4.8,1.3,0.02,LOW
PX-12229,Signals,Extreme,57.3,6.0,7.3,1,184,13.4,0.8,4.0,8.2,65.0,9.1,2.8,4.4,0.638,MODERATE
PX-13119,Artillery,High,63.7,12.3,8.9,4,209,28.8,0.7,4.8,8.2,76.1,13.6,4.3,3.5,0.522,MODERATE
PX-12948,Medical Corps,Low,49.7,0.0,2.3,0,87,44.3,5.4,6.2,1.8,86.9,17.0,3.2,1.1,0.02,LOW
PX-14878,Artillery,Medium,47.2,0.1,4.0,0,130,43.2,1.8,7.6,1.6,76.8,20.7,3.8,2.3,0.02,LOW
PX-11583,Artillery,Medium,44.6,0.0,16.3,2,354,20.8,4.3,6.8,0.9,80.6,14.2,3.3,2.5,0.132,LOW
PX-13491,Infantry,Extreme,56.3,6.2,8.1,1,231,11.5,0.1,5.1,8.1,67.2,18.6,4.4,4.6,0.5,MODERATE
PX-10879,Combat Engineers,Medium,49.7,0.7,4.1,1,229,44.3,3.7,5.9,2.8,65.3,18.1,3.7,2.8,0.121,LOW
PX-12306,Combat Engineers,Low,55.4,4.3,4.0,1,133,47.2,2.7,5.7,2.8,74.1,14.6,3.3,1.5,0.12,LOW
PX-13831,Combat Engineers,High,52.8,6.1,6.9,3,178,25.5,2.0,5.4,5.6,68.0,11.0,3.1,3.9,0.367,LOW
PX-12931,Infantry,High,61.7,7.6,10.1,1,305,21.3,0.0,5.4,8.2,76.6,15.1,4.2,3.3,0.562,MODERATE
PX-14194,Artillery,Medium,52.8,7.5,7.6,2,184,32.7,2.2,6.0,2.9,83.0,14.7,4.3,2.4,0.138,LOW
PX-13080,Infantry,Medium,55.2,6.3,5.4,3,190,36.3,4.2,6.9,1.6,80.9,19.6,3.7,2.9,0.02,LOW
PX-12701,Combat Engineers,High,54.3,1.0,9.5,1,263,22.6,0.0,5.7,6.0,74.2,19.4,4.0,4.1,0.353,LOW
PX-14095,Artillery,High,56.9,10.7,11.5,3,293,12.7,0.7,5.2,5.5,84.6,15.5,5.0,3.6,0.435,MODERATE
PX-11506,Signals,High,63.8,6.0,8.3,3,199,30.0,0.6,4.8,9.2,80.7,13.4,4.5,3.5,0.512,MODERATE
PX-10268,Infantry,Extreme,58.5,13.0,7.6,6,200,25.4,2.6,4.6,8.0,79.3,11.9,3.6,4.9,0.49,MODERATE
PX-13030,Air Defense,High,71.7,17.7,8.1,1,192,24.9,1.5,5.4,6.7,69.3,13.1,4.0,3.3,0.502,MODERATE
PX-11555,Air Defense,Medium,50.4,2.7,10.3,2,255,31.9,3.3,6.5,2.8,83.9,20.5,4.3,2.8,0.124,LOW
PX-10956,Air Defense,High,54.4,2.1,7.6,5,192,24.4,3.5,5.7,7.1,77.4,12.4,3.5,3.3,0.312,LOW
PX-10380,Combat Engineers,Medium,51.7,3.3,5.3,1,175,32.4,3.6,6.3,2.9,85.4,22.9,4.1,2.5,0.041,LOW
PX-12824,Medical Corps,Extreme,56.6,1.7,14.2,2,341,11.3,0.7,4.6,9.0,78.6,10.1,2.7,4.5,0.715,ELEVATED
PX-12744,Artillery,High,49.4,0.0,7.2,1,215,34.3,1.8,5.9,5.2,69.1,18.9,3.6,3.2,0.238,LOW
PX-10170,Artillery,High,49.3,0.0,5.7,1,235,27.8,2.3,5.9,6.0,75.4,18.9,4.1,4.1,0.205,LOW
PX-13351,Infantry,Extreme,64.6,11.3,15.7,2,365,5.7,1.4,4.6,10.0,77.9,10.3,4.1,4.4,0.668,ELEVATED
PX-14027,Signals,High,61.6,7.7,11.9,3,277,20.9,1.4,5.2,7.1,77.7,10.1,2.7,3.2,0.603,MODERATE
PX-14562,Artillery,Low,47.5,1.9,3.3,4,161,56.2,4.1,6.4,1.4,78.8,18.9,2.9,1.7,0.02,LOW
PX-10725,Infantry,Extreme,64.9,11.3,14.8,3,351,5.0,0.0,5.7,8.8,77.8,13.3,4.3,4.5,0.603,MODERATE
PX-13022,Armored,Extreme,58.1,8.8,7.4,4,183,23.6,0.6,5.0,7.4,77.1,10.6,2.3,4.7,0.442,MODERATE
PX-11545,Artillery,High,49.9,5.0,6.5,2,197,29.6,2.4,6.8,3.9,65.8,19.4,3.5,3.3,0.116,LOW
PX-11256,Signals,Medium,47.1,0.0,3.9,1,123,49.9,4.1,5.8,3.8,73.8,21.7,3.8,2.7,0.02,LOW
PX-14053,Armored,High,53.5,8.0,10.5,1,234,26.5,2.3,5.1,5.9,75.7,9.5,3.6,3.9,0.381,MODERATE
PX-12417,Combat Engineers,Extreme,63.5,9.7,9.3,3,249,21.3,0.5,4.2,10.0,68.6,14.2,4.0,5.0,0.761,ELEVATED
PX-11658,Artillery,High,60.1,7.5,10.8,0,266,20.1,1.5,5.3,8.4,79.6,14.9,3.8,4.1,0.433,MODERATE
PX-11964,Signals,Low,43.6,0.0,3.1,1,104,45.5,3.3,6.9,1.2,77.0,18.8,3.2,1.8,0.02,LOW
PX-12644,Artillery,High,56.3,2.6,5.7,1,186,22.8,2.5,5.9,5.4,79.1,17.1,3.1,3.0,0.28,LOW
PX-12783,Artillery,Medium,52.0,5.9,7.2,1,176,41.9,2.4,6.3,4.5,87.1,17.5,4.0,2.5,0.135,LOW
PX-13061,Armored,Medium,40.0,0.0,4.5,2,158,36.3,2.8,7.1,2.3,86.7,24.0,3.7,2.6,0.02,LOW
PX-10655,Artillery,Medium,43.8,0.0,4.2,5,146,40.4,5.6,7.5,1.7,96.0,22.1,3.2,2.0,0.02,LOW
PX-14056,Artillery,High,62.0,10.1,12.1,3,267,22.9,3.1,6.1,6.7,88.4,15.7,3.7,3.2,0.429,MODERATE
PX-13299,Infantry,Medium,43.7,0.0,5.5,2,207,41.5,3.5,7.1,2.1,83.6,25.6,4.9,2.4,0.02,LOW
PX-14657,Infantry,Low,36.9,0.0,2.7,3,111,52.0,5.1,7.0,1.5,95.5,28.9,4.5,2.0,0.02,LOW
PX-11034,Armored,Extreme,59.2,10.9,9.9,3,235,17.6,1.5,4.5,8.1,74.2,10.8,3.5,4.3,0.634,MODERATE
PX-11961,Armored,Medium,46.4,0.9,7.3,2,197,38.4,3.5,6.0,3.0,59.9,19.7,4.7,2.0,0.074,LOW
PX-13025,Infantry,High,58.8,3.5,6.6,1,180,42.0,0.2,4.8,7.5,67.8,12.0,3.4,3.2,0.546,MODERATE
PX-10614,Artillery,High,66.1,12.6,8.2,3,221,32.4,2.1,4.5,7.0,71.7,12.0,5.0,3.0,0.513,MODERATE
PX-12552,Signals,Low,51.1,0.0,3.6,3,176,48.9,1.7,7.8,0.0,78.1,24.5,4.1,2.2,0.02,LOW
PX-11535,Armored,Medium,43.2,0.0,4.7,1,142,40.9,5.0,7.6,1.8,75.6,27.1,3.7,2.9,0.02,LOW
PX-13642,Air Defense,Low,42.7,0.0,4.4,0,130,50.9,4.6,6.6,1.1,94.8,23.2,3.0,1.6,0.02,LOW
PX-10471,Armored,Low,41.7,0.0,4.5,2,182,52.3,5.3,6.8,2.4,94.7,21.5,3.1,1.3,0.02,LOW
PX-14505,Artillery,High,70.9,17.3,6.4,1,239,28.1,0.0,4.1,10.0,83.7,,4.2,3.2,0.634,MODERATE
PX-13008,Infantry,Extreme,62.0,10.3,7.3,3,178,23.4,0.8,4.0,10.0,79.3,14.6,4.2,3.8,0.593,MODERATE
PX-14746,Armored,High,61.8,11.0,5.7,3,184,24.5,0.4,5.2,8.8,70.5,13.5,3.4,3.1,0.478,MODERATE
PX-13250,Medical Corps,Medium,49.7,1.0,4.9,0,164,39.2,2.7,6.3,2.5,81.8,20.1,3.5,2.4,0.083,LOW
PX-10937,Infantry,High,45.9,0.0,6.8,0,214,29.0,3.9,6.3,5.9,68.4,22.2,3.8,3.6,0.174,LOW
PX-12405,Infantry,Low,38.7,0.0,2.9,0,123,53.6,4.7,6.8,0.6,79.4,25.1,4.2,1.0,0.02,LOW
PX-13864,Medical Corps,Low,39.4,0.0,7.2,0,186,46.5,4.6,7.6,0.0,91.5,21.1,3.5,1.2,0.02,LOW
PX-13338,Artillery,Medium,44.9,1.1,4.4,0,142,36.0,1.2,5.8,4.6,76.4,14.6,2.7,2.3,0.162,LOW
PX-13183,Infantry,Low,40.2,0.0,7.9,2,273,37.1,3.9,7.5,0.3,81.3,21.5,3.4,2.1,0.02,LOW
PX-14934,Combat Engineers,Extreme,61.9,7.2,8.6,3,223,18.5,0.0,4.9,10.0,76.4,14.1,4.4,3.8,0.464,MODERATE
PX-13582,Armored,High,52.9,1.9,9.6,2,260,21.0,2.8,5.3,6.0,58.8,15.2,3.4,3.3,0.393,MODERATE
PX-13342,Infantry,High,60.9,9.0,6.2,3,168,27.8,1.3,5.9,6.9,81.5,15.3,3.9,3.3,0.342,LOW
PX-12146,Infantry,Medium,49.9,4.2,4.1,2,120,38.2,4.5,7.2,0.9,93.2,22.8,4.0,2.5,0.02,LOW
PX-14643,Infantry,Medium,53.6,2.7,11.0,3,256,22.4,2.7,6.3,4.4,86.9,15.1,3.2,2.1,0.27,LOW
PX-14504,Infantry,High,44.8,0.0,5.9,1,151,36.7,2.0,5.9,5.3,74.1,20.1,4.4,3.4,0.2,LOW
PX-13854,Combat Engineers,High,61.1,10.1,7.9,3,282,31.7,2.2,5.2,8.9,69.2,20.1,4.7,3.6,0.409,MODERATE
PX-14841,Armored,Medium,48.0,0.2,3.7,1,118,44.6,4.8,6.2,4.4,69.8,25.0,3.9,2.4,0.02,LOW
PX-10292,Logistics & ASC,High,52.6,3.4,5.8,1,154,28.3,2.2,5.6,4.4,79.7,23.6,3.7,3.5,0.141,LOW
PX-11607,Artillery,Medium,46.3,0.3,18.0,1,365,10.2,2.3,7.0,2.4,94.2,16.8,3.4,2.2,0.156,LOW
PX-10957,Armored,Low,44.9,0.0,3.1,1,102,57.0,4.9,7.9,0.0,94.4,24.0,3.1,1.9,0.02,LOW
PX-13464,Signals,Medium,52.3,3.1,10.3,2,231,22.7,2.3,6.7,2.4,87.1,18.8,4.5,2.2,0.083,LOW
PX-13419,Logistics & ASC,Low,42.3,0.0,3.0,1,182,60.0,3.9,7.2,0.7,75.8,24.7,3.4,1.7,0.02,LOW
PX-13263,Armored,Extreme,65.3,9.9,9.7,4,237,23.4,0.0,4.5,9.9,62.0,10.6,3.9,3.9,0.696,ELEVATED
PX-10070,Infantry,Medium,52.2,1.1,5.0,3,147,40.6,2.5,7.6,0.3,79.2,18.4,3.3,3.0,0.02,LOW
PX-12493,Logistics & ASC,Low,44.1,0.0,5.3,2,146,58.4,3.0,7.7,1.1,83.4,21.2,3.3,1.0,0.02,LOW
PX-10792,Artillery,Low,49.0,0.0,8.3,1,257,37.2,4.3,7.6,0.0,91.9,,3.0,1.4,0.02,LOW
PX-10254,Infantry,Extreme,59.3,7.5,9.5,4,221,18.7,1.2,4.4,8.5,63.5,10.5,3.3,4.8,0.709,ELEVATED
PX-14606,Logistics & ASC,Medium,60.3,12.6,3.8,2,186,42.6,4.1,5.4,5.4,91.8,17.1,3.6,2.7,0.148,LOW
PX-10039,Signals,Medium,50.5,2.1,5.0,0,144,41.9,2.6,5.3,2.4,94.5,15.5,3.7,2.4,0.119,LOW
PX-11747,Combat Engineers,High,52.2,3.5,6.2,3,167,21.4,2.0,5.8,5.5,83.9,13.3,3.5,3.1,0.203,LOW
PX-13478,Logistics & ASC,Low,41.7,0.0,6.1,1,167,32.5,4.0,7.4,1.2,90.6,24.6,3.9,1.4,0.02,LOW
PX-14769,Signals,Low,53.6,0.0,2.2,3,92,44.9,4.7,7.0,0.7,91.0,21.5,4.5,1.7,0.02,LOW
PX-10935,Infantry,High,62.2,8.6,10.5,2,259,20.8,0.0,5.6,6.6,76.6,13.3,3.7,3.5,0.511,MODERATE
PX-10799,Signals,Medium,43.6,0.0,6.1,1,158,34.4,3.4,6.4,2.0,82.5,22.7,4.2,2.4,0.02,LOW
PX-13285,Combat Engineers,Medium,46.5,1.7,3.6,1,115,41.3,3.1,7.7,1.9,70.2,29.1,4.5,2.3,0.02,LOW
PX-10282,Infantry,Extreme,61.0,7.4,11.6,5,255,20.9,0.1,3.6,10.0,79.5,5.8,3.5,4.8,0.778,ELEVATED
PX-13886,Medical Corps,Low,43.9,0.0,2.3,1,147,54.5,5.3,7.2,0.6,80.2,22.5,2.8,1.7,0.02,LOW
PX-11425,Artillery,Low,41.8,0.0,2.2,5,162,60.0,4.1,7.5,1.7,79.3,29.3,5.0,1.9,0.02,LOW
PX-13632,Combat Engineers,Low,36.0,0.0,2.6,2,123,49.2,3.3,8.4,,93.1,24.7,3.7,1.3,0.02,LOW
PX-13536,Infantry,Medium,50.6,0.0,7.5,0,221,34.9,3.3,6.7,2.3,85.6,20.1,3.7,2.2,0.091,LOW
PX-13756,Artillery,Medium,37.6,0.0,5.4,2,215,39.0,2.7,7.1,2.9,82.6,26.7,4.2,2.9,0.02,LOW
PX-10912,Logistics & ASC,Medium,59.3,7.3,3.6,1,132,53.9,2.6,6.0,3.8,77.2,22.3,4.1,1.9,0.1,LOW
PX-11118,Artillery,Extreme,53.4,2.2,11.8,3,353,12.1,2.6,6.2,6.2,72.2,14.1,4.2,4.8,0.439,MODERATE
PX-12236,Infantry,High,52.8,3.6,10.0,4,348,30.8,2.2,5.9,5.6,79.1,18.6,3.6,3.4,0.35,LOW
PX-10866,Logistics & ASC,High,52.9,0.1,6.9,0,208,26.1,0.8,4.6,6.7,88.5,18.0,4.6,3.7,0.394,MODERATE
PX-12780,Infantry,Extreme,59.2,8.0,8.8,3,214,27.1,0.7,4.2,9.2,71.9,10.5,3.3,3.9,0.612,MODERATE
PX-10310,Armored,Medium,50.1,0.3,6.4,2,163,49.9,3.1,5.3,5.4,71.7,13.8,3.7,2.0,0.26,LOW
PX-10578,Logistics & ASC,High,54.2,4.9,7.4,2,250,34.7,1.7,4.8,6.3,81.4,12.7,4.3,4.0,0.426,MODERATE
PX-12737,Combat Engineers,High,54.2,3.3,7.5,1,184,27.0,0.6,6.5,4.3,59.8,19.5,4.1,4.0,0.176,LOW
PX-11205,Infantry,High,64.9,11.8,9.2,0,241,22.1,0.4,4.2,10.0,69.1,9.3,4.0,3.3,0.733,ELEVATED
PX-12528,Air Defense,Medium,53.9,5.0,4.7,5,175,35.9,2.8,5.6,3.6,,14.6,3.5,3.0,0.187,LOW
PX-13120,Infantry,High,66.2,14.1,8.0,6,217,27.2,0.8,5.0,7.6,69.1,15.2,3.4,3.2,0.52,MODERATE
PX-10846,Artillery,Extreme,65.4,11.9,7.6,1,227,14.5,0.4,4.5,9.8,61.5,8.1,1.9,4.6,0.759,ELEVATED
PX-11485,Infantry,Extreme,63.7,13.0,11.8,3,365,8.8,0.8,4.7,,53.9,11.5,3.0,4.0,0.755,ELEVATED
PX-14079,Armored,Medium,46.7,0.0,4.8,2,152,37.1,3.1,6.6,0.9,78.7,20.3,3.7,2.1,0.02,LOW
PX-12598,Medical Corps,Medium,47.8,0.0,3.5,0,123,41.1,2.6,5.4,4.8,,21.4,3.7,2.5,0.124,LOW
PX-14553,Signals,Low,48.3,3.0,3.3,1,127,47.9,3.9,6.2,3.0,86.1,23.1,3.6,1.7,0.02,LOW
PX-12234,Signals,Medium,42.5,0.0,5.6,0,155,48.2,3.4,6.4,3.3,76.0,20.5,3.4,2.6,0.02,LOW
PX-11388,Logistics & ASC,Extreme,59.9,5.5,7.7,3,187,16.8,0.4,4.8,6.9,66.0,14.2,4.0,4.2,0.54,MODERATE
PX-10509,Infantry,High,42.0,0.0,8.2,2,210,28.8,1.3,5.5,,71.6,,4.1,3.7,0.211,LOW
PX-14254,Logistics & ASC,High,56.1,7.3,5.7,0,175,41.7,0.6,6.4,5.0,75.5,20.6,3.7,3.0,0.19,LOW
PX-13857,Armored,Extreme,53.5,5.0,7.1,4,183,29.5,1.2,3.8,7.3,62.4,18.9,4.2,3.8,0.482,MODERATE
PX-14662,Armored,Medium,48.8,2.7,5.3,3,153,41.0,2.5,7.4,2.2,79.2,17.8,3.6,2.9,0.02,LOW
PX-11134,Medical Corps,Low,44.0,0.0,2.5,0,100,49.0,4.1,7.4,1.2,83.0,24.0,4.2,1.6,0.02,LOW
PX-13482,Air Defense,High,50.9,0.8,5.8,2,167,39.3,3.1,5.7,5.2,70.3,20.6,4.2,4.0,0.194,LOW
PX-11306,Combat Engineers,High,41.2,0.0,6.9,5,225,36.1,2.4,6.2,4.1,70.1,19.9,3.9,3.2,0.133,LOW
PX-14913,Medical Corps,Low,45.2,0.0,9.7,1,259,39.7,3.6,6.4,2.4,80.8,19.8,3.7,1.1,0.065,LOW
PX-14420,Artillery,Low,42.9,0.0,3.7,4,125,43.4,4.0,6.9,2.5,63.1,23.1,3.8,1.4,0.02,LOW
PX-14326,Infantry,High,48.0,0.0,9.5,2,266,35.4,2.9,6.1,5.8,69.3,21.0,3.9,4.1,0.225,LOW
PX-14353,Infantry,High,58.2,11.5,6.3,0,199,30.1,0.0,5.4,7.1,84.3,16.4,5.0,3.3,0.305,LOW
PX-10216,Infantry,High,61.2,8.0,7.0,2,206,25.5,0.9,5.1,7.6,63.2,13.6,3.9,3.4,0.44,MODERATE
PX-14034,Infantry,High,56.2,4.9,9.8,1,266,17.5,0.9,5.3,6.0,82.5,14.6,3.3,3.0,0.438,MODERATE
PX-12574,Combat Engineers,Low,36.9,0.0,3.2,2,148,51.1,6.4,7.4,0.5,82.0,25.8,3.5,2.0,0.02,LOW
PX-10212,Infantry,Extreme,68.1,14.8,18.0,1,365,11.0,0.0,5.1,9.1,72.9,13.2,4.4,4.5,0.711,ELEVATED
PX-11373,Air Defense,High,58.7,7.2,6.4,2,192,24.9,2.4,5.6,5.9,87.1,17.6,4.3,3.8,0.273,LOW
PX-14669,Artillery,Extreme,62.7,13.8,11.7,6,274,18.4,0.6,4.2,9.7,77.2,10.9,3.2,4.7,0.837,ELEVATED
PX-11237,Armored,High,54.3,5.2,5.8,0,150,31.2,1.8,5.1,8.1,79.4,19.7,3.8,3.2,0.309,LOW
PX-12123,Infantry,Extreme,67.5,11.6,14.4,2,316,14.0,0.7,4.3,10.0,62.2,5.8,3.0,4.3,0.904,ELEVATED
PX-10262,Artillery,Medium,52.4,1.5,6.3,2,209,47.3,3.5,5.9,3.6,76.2,18.2,3.6,2.4,0.206,LOW
PX-13422,Signals,Medium,55.3,1.6,9.8,4,235,24.6,2.1,6.0,4.0,86.2,16.3,4.0,1.8,0.274,LOW
PX-14475,Signals,Extreme,61.1,12.9,8.5,2,228,17.9,1.1,4.9,10.0,74.8,15.0,3.7,4.6,0.598,MODERATE
PX-13985,Infantry,High,62.6,8.7,6.4,1,209,24.7,1.9,5.2,8.1,94.4,11.9,3.5,3.6,0.441,MODERATE
PX-13847,Signals,Medium,42.8,0.0,6.4,1,183,47.4,3.3,6.9,2.6,76.6,26.6,2.9,2.6,0.02,LOW
PX-14072,Armored,High,57.5,8.3,6.1,1,158,30.6,1.6,5.3,6.6,67.7,16.8,3.6,3.0,0.358,LOW
PX-14567,Infantry,Extreme,63.4,11.3,12.9,0,363,10.9,0.0,5.0,10.0,69.5,9.6,4.4,4.5,0.683,ELEVATED
PX-10782,Armored,Medium,52.1,2.8,4.4,3,178,33.3,2.0,6.7,3.0,83.9,23.0,4.6,2.9,0.02,LOW
PX-10135,Infantry,High,56.1,3.8,12.3,0,312,16.4,0.9,4.5,8.1,68.8,9.7,3.9,3.4,0.664,ELEVATED
PX-10619,Infantry,Low,44.8,0.0,2.1,1,93,49.0,3.4,6.9,1.5,82.6,24.8,3.7,1.9,0.02,LOW
PX-14645,Medical Corps,Medium,44.4,0.0,3.5,1,173,34.9,1.5,6.4,2.3,81.1,23.3,3.5,2.8,0.045,LOW
PX-12259,Armored,Low,37.9,0.0,3.6,3,112,49.4,2.2,6.9,1.0,86.4,23.5,3.4,1.9,0.02,LOW
